R,G,B,Edge Red,NIR,EXG,EXGR,NGRDI,NGBDI,RGRI,GBRI,GBRI,CIVE,VEG,RGBVI,MGRVI,NDVI,RVI,DVI,EVI,REVI,NDRE,RERVI,REDVI,SCCI,Labels,Location
0.244140625000000,0.313476562500000,0.222656250000000,0.479492187500000,0.516601562500000,0.539550781250000,0.553149868982919,0.563277645820340,0.583961795563038,0.775323426085987,0.712440792545976,0.421489612926136,0.066384465666285,0.541872188216075,0.624560303685747,0.674671178515074,2.073813120681542,0.633789062500000,0.600591733098828,0.050423609247139,0.514302761677463,1.058895794189912,0.513671875000000,0.764762888474229,0.000000000000000,N,L
0.254882812500000,0.340820312500000,0.229492187500000,0.582031250000000,0.659179687500000,0.548828125000000,0.560298185170808,0.571635332361467,0.598513011152416,0.749367023697351,0.670807453416149,0.414739790482954,0.069327575482545,0.550145383225754,0.640388972800206,0.720258728887508,2.574731737121472,0.701171875000000,0.635676667624600,0.053770090906338,0.530333837338851,1.129171909033105,0.537597656250000,0.737411218252931,0.000000000000000,N,L
0.199218750000000,0.279296875000000,0.179687500000000,0.440429687500000,0.510742187500000,0.544189453125000,0.560273922748447,0.582633053221289,0.607242339832869,0.716346153846154,0.646788990825688,0.417671697443181,0.072472858265893,0.535072377882898,0.660872221797907,0.715231788079470,2.511627906976744,0.654296875000000,0.612666883751221,0.054499781564002,0.533689839572193,1.144495412844037,0.531738281250000,0.747434885556432,0.000000000000000,N,L
0.228515625000000,0.330078125000000,0.208984375000000,0.471679687500000,0.485351562500000,0.554199218750000,0.567831667313665,0.590493601462523,0.608142493638677,0.693498452012384,0.644351464435146,0.410598721590910,0.073831474177568,0.548738015349954,0.675246755768422,0.680713128038898,2.131979695431472,0.627441406250000,0.601379892987891,0.048970679975047,0.506996770721206,1.028384279475983,0.506347656250000,0.746859903381643,0.000000000000000,N,L
0.237304687500000,0.309570312500000,0.219726562500000,0.407226562500000,0.416015625000000,0.537109375000000,0.551606172360248,0.562886597938144,0.581436077057793,0.776556776556777,0.719879518072289,0.423262073863636,0.065843046652757,0.541227082721889,0.623814585722297,0.631679389312977,1.715025906735751,0.584960937500000,0.574160447761194,0.048253968253968,0.503311258278146,1.013333333333333,0.502929687500000,0.799561883899233,0.000000000000000,N,L
0.245117187500000,0.329101562500000,0.224609375000000,0.441406250000000,0.443359375000000,0.544433593750000,0.557341202445652,0.570364825903748,0.589309912952908,0.753263796570883,0.696900014784464,0.417987526633523,0.068151548862622,0.546356732025743,0.637996650870952,0.640071736097032,1.778331415420023,0.595703125000000,0.578986244179200,0.047325555103333,0.498454401253679,0.993836657169990,0.498535156250000,0.782037239868565,0.000000000000000,N,L
0.343750000000000,0.450195312500000,0.288085937500000,0.516601562500000,0.522460937500000,0.564208984375000,0.566485102872671,0.566489361702128,0.606060606060606,0.765258215962441,0.650000000000000,0.404310546875000,0.069212865734831,0.582422538660467,0.630668075287053,0.603749578538211,1.523656621929602,0.588378906250000,0.563481904390425,0.048182170441005,0.502939017016498,1.011825579261098,0.502929687500000,0.831744655075098,0.000000000000000,N,P
0.112304687500000,0.174804687500000,0.155273437500000,0.343750000000000,0.474609375000000,0.518554687500000,0.547220739518634,0.604395604395604,0.524390243902439,0.654545454545455,0.906976744186046,0.435471324573864,0.068481164221192,0.514133470598608,0.700069428373062,0.810047095761381,4.264462809917355,0.681640625000000,0.689972401103956,0.064956079519186,0.577002053388090,1.364077669902913,0.562988281250000,0.718258766626360,0.000000000000000,N,P
0.268554687500000,0.365234375000000,0.258789062500000,0.420898437500000,0.439453125000000,0.548828125000000,0.560552940605590,0.574468085106383,0.588308457711443,0.740740740740741,0.699788583509514,0.414776189630681,0.068438714901350,0.556276500225067,0.645704162976085,0.624610591900312,1.663900414937759,0.587890625000000,0.580021197668257,0.049419767907163,0.509278350515464,1.037815126050420,0.507812500000000,0.823529411764706,0.000000000000000,N,P
0.278320312500000,0.372070312500000,0.246093750000000,0.458984375000000,0.489257812500000,0.552490234375000,0.561814586568323,0.570850202429150,0.600000000000000,0.751773049645390,0.666666666666667,0.412364524147727,0.069072632023805,0.558515816926956,0.638911206093132,0.638020833333333,1.762589928057554,0.605957031250000,0.585615117624373,0.050237277041401,0.513377926421405,1.054982817869416,0.512207031250000,0.808943089430894,0.000000000000000,N,P
0.335937500000000,0.486328125000000,0.325195312500000,0.599609375000000,0.606445312500000,0.578125000000000,0.583577979425466,0.593137254901961,0.600467289719626,0.685950413223141,0.665369649805447,0.393682439630682,0.073718561657432,0.598688527941704,0.680027868091036,0.644009216589862,1.809061488673139,0.635253906250000,0.621396054628225,0.047891156462585,0.501424501424501,1.005714285714286,0.501464843750000,0.782069970845481,0.000000000000000,N,P
0.354492187500000,0.465820312500000,0.373046875000000,0.514648437500000,0.498046875000000,0.544433593750000,0.553061917701863,0.561586638830898,0.549311926605505,0.780669144981413,0.820459290187891,0.418328213778408,0.063025861675490,0.578857776243240,0.621332463228033,0.586350974930362,1.417508417508418,0.572753906250000,0.590970807875085,0.045721874407133,0.489837398373984,0.960159362549801,0.489746093750000,0.842264914054601,0.000000000000000,N,P
0.342773437500000,0.482421875000000,0.335937500000000,0.470703125000000,0.411132812500000,0.569580078125000,0.575595642468944,0.583953918267644,0.584323040380047,0.712463892696451,0.711382113821138,0.399840775923296,0.070392082207912,0.595625404734164,0.663303805536686,0.542892941427531,1.187671315174863,0.532714843750000,0.536210916673226,0.041656018400204,0.466603053435114,0.874776386404293,0.470703125000000,0.856580239892462,0.000000000000000,N,P
0.348632812500000,0.500976562500000,0.273437500000000,0.635742187500000,0.640625000000000,0.596191406250000,0.594380822981367,0.590862944162437,0.654520917678812,0.692439862542955,0.527835051546392,0.380935635653409,0.078925863341086,0.608275340870023,0.675916373497654,0.652365236523652,1.876582278481013,0.650878906250000,0.586605402394876,0.047324010149289,0.498446239900559,0.993804213135068,0.498046875000000,0.771385314155942,0.000000000000000,N,P
0.362304687500000,0.447265625000000,0.338867187500000,0.468750000000000,0.416015625000000,0.545898437500000,0.551023874223603,0.551648351648352,0.566304347826087,0.812749003984064,0.765834932821497,0.417557173295455,0.062662431543471,0.575714662671089,0.602206142405154,0.535893155258765,1.154676258992806,0.527343750000000,0.528485757121439,0.042230287033982,0.470012239902081,0.886836027713626,0.474609375000000,0.879699248120301,0.000000000000000,N,P
0.317382812500000,0.494140625000000,0.261718750000000,0.620117187500000,0.577148437500000,0.599609375000000,0.601344138198758,0.608000000000000,0.650617283950617,0.644736842105263,0.537001897533207,0.378105823863637,0.082411532549421,0.606849770992994,0.706371529900942,0.650161463939720,1.858461538461538,0.633789062500000,0.588518280949326,0.043977186834330,0.480120030007502,0.923520923520924,0.477050781250000,0.743566992014197,0.000000000000000,N,P
0.361328125000000,0.394531250000000,0.317382812500000,0.384765625000000,0.367187500000000,0.525878906250000,0.530079338121118,0.519939783055885,0.551825538077979,0.923299644676857,0.812166945887876,0.432690784801135,0.056570653545718,0.555817654356360,0.539816243162589,0.502466094994831,1.009913274205833,0.501953125000000,0.501536098310292,0.045367760686910,0.487894589707865,0.952722974425102,0.491210937500000,0.971934239659498,0.000000000000000,N,P
0.352539062500000,0.409179687500000,0.286132812500000,0.458007812500000,0.444335937500000,0.545166015625000,0.547842464091615,0.539761074755876,0.587581923324052,0.852671574115540,0.701890341343338,0.418452281605114,0.062642695331108,0.565201546764001,0.579022429659015,0.558754378985291,1.266311442842547,0.546875000000000,0.534703240249009,0.045728576767055,0.489874028050731,0.960300112108149,0.491699218750000,0.878211227402474,0.000000000000000,N,P
0.328125000000000,0.447265625000000,0.325195312500000,0.461914062500000,0.461914062500000,0.560058593750000,0.566915760869565,0.574965612104539,0.581081081081081,0.739234449760766,0.720930232558139,0.407079545454544,0.068429829967877,0.581353507936001,0.646634962343406,0.579741379310345,1.379487179487179,0.563476562500000,0.561459667093470,0.047520457458346,0.499481865284974,0.997929606625259,0.499511718750000,0.858064516129032,0.000000000000000,N,P
0.394531250000000,0.513671875000000,0.319335937500000,0.601562500000000,0.612304687500000,0.577392578125000,0.573976125776398,0.566563467492260,0.616844602609727,0.765027322404372,0.621153846153846,0.395168590198863,0.070072983545037,0.604824751615524,0.630808642091582,0.609022556390977,1.557692307692308,0.609863281250000,0.568987543915682,0.048036027020265,0.502179598953792,1.008756567425569,0.502441406250000,0.827240143369176,0.000000000000000,N,P
0.437500000000000,0.582031250000000,0.432617187500000,0.573242187500000,0.535156250000000,0.570800781250000,0.570488402562112,0.569746376811594,0.572151898734177,0.755166931637520,0.747787610619469,0.399675870028410,0.066551201468985,0.624968596268445,0.636830278817769,0.547358834244080,1.209255533199195,0.546386718750000,0.546400545888775,0.044195953141640,0.481358740679370,0.928115015974441,0.479492187500000,0.878199470432480,0.000000000000000,N,P
0.353515625000000,0.407226562500000,0.288085937500000,0.454101562500000,0.438476562500000,0.543457031250000,0.545698272515528,0.536617842876165,0.585700293829579,0.863523573200993,0.707357859531773,0.419796164772727,0.061922711072003,0.564140319824219,0.572844984180620,0.556638246041413,1.255494505494505,0.544433593750000,0.533668864977438,0.045584835876098,0.489087301587302,0.957281553398058,0.491210937500000,0.880290205562273,0.000000000000000,N,P
0.370117187500000,0.466796875000000,0.375976562500000,0.460937500000000,0.419921875000000,0.546630859375000,0.553119540954969,0.558582870121332,0.553030303030303,0.790244659331229,0.808219178082192,0.416900878906249,0.062866633269070,0.581779358442873,0.615579092331641,0.532459727772228,1.138853184804342,0.525878906250000,0.530428352937559,0.043335589310883,0.476452776606299,0.910047375528547,0.479492187500000,0.892749223261480,0.000000000000000,N,P
0.350585937500000,0.428710937500000,0.323242187500000,0.458007812500000,0.430664062500000,0.543212890625000,0.548888781055901,0.547382427947105,0.567264573991031,0.826876328041767,0.762845849802372,0.419550026633522,0.062252715772726,0.569696827791631,0.593921406171834,0.554181690003270,1.243066239316239,0.541992187500000,0.538125745548381,0.043915343915344,0.479768786127168,0.922222222222222,0.482910156250000,0.872297613098117,0.000000000000000,N,P
0.447265625000000,0.549804687500000,0.453125000000000,0.559570312500000,0.504882812500000,0.549072265625000,0.550244443905280,0.551454138702461,0.548447840936468,0.813387423935091,0.823327444051826,0.415624689275567,0.061264314206299,0.602720645489171,0.601829887334406,0.533136237761647,1.141952494252259,0.531250000000000,0.539974779969723,0.042898792169929,0.473926380368098,0.900874635568513,0.472656250000000,0.888006704461563,0.000000000000000,N,P
0.329101562500000,0.430664062500000,0.300781250000000,0.478515625000000,0.440429687500000,0.554687500000000,0.560207201086957,0.562571756601607,0.582822085889571,0.777551020408163,0.715789473684211,0.411011541193181,0.066347554107078,0.575052332598716,0.623213873192459,0.569204152249135,1.321285140562249,0.554199218750000,0.544591744501356,0.043571428571429,0.477806788511749,0.915000000000000,0.482421875000000,0.847826086956522,0.000000000000000,N,P
0.324218750000000,0.435546875000000,0.320312500000000,0.442382812500000,0.382812500000000,0.554443359375000,0.562615246506211,0.571256038647343,0.571217706549541,0.750528541226216,0.750646012085601,0.410896351207386,0.066749407009976,0.577101023867726,0.639675314649725,0.537102473498233,1.160305343511450,0.526367187500000,0.529662600183732,0.041107041107041,0.463302752293578,0.863247863247863,0.470214843750000,0.860579969776738,0.000000000000000,N,P
0.327148437500000,0.422851562500000,0.333984375000000,0.456054687500000,0.404296875000000,0.546386718750000,0.555858161878882,0.564469914040115,0.559840425531915,0.771573604060914,0.786223277909739,0.416749733664773,0.064465518991830,0.570833171252161,0.626831198617415,0.553729456384324,1.240793201133144,0.539062500000000,0.545667447306792,0.042350557244174,0.470720720720721,0.889361702127660,0.475097656250000,0.848549946294307,0.000000000000000,N,P
0.308593750000000,0.426757812500000,0.279296875000000,0.531250000000000,0.478515625000000,0.563964843750000,0.570318565605590,0.577402619272770,0.601398601398601,0.731893771612853,0.662790697674419,0.404073730468750,0.070731582898099,0.575926675461233,0.651182208029241,0.609756097560976,1.562500000000000,0.586425781250000,0.568824778094192,0.042539682539683,0.471830985915493,0.893333333333333,0.473632812500000,0.777777777777778,0.000000000000000,N,P
0.350585937500000,0.491210937500000,0.324218750000000,0.553710937500000,0.570800781250000,0.575195312500000,0.577961228649068,0.581796526490611,0.601616434888756,0.718813974420698,0.662188633842799,0.396089000355113,0.071546001560457,0.598521806299686,0.659328981325642,0.618592784508344,1.621869643379740,0.608886718750000,0.587218443911473,0.048836651365352,0.506311725270523,1.025569678672384,0.506835937500000,0.818774036690489,0.000000000000000,N,P
0.346679687500000,0.502929687500000,0.331054687500000,0.569335937500000,0.487304687500000,0.579833984375000,0.583298961568323,0.589562764456982,0.600313479623824,0.696172248803828,0.665796344647520,0.392594904119318,0.072937623527464,0.604535341262817,0.673556793431121,0.580832526621491,1.385681293302540,0.567382812500000,0.563721070033063,0.040575715816873,0.460069444444444,0.852090032154341,0.458496093750000,0.793488372093023,0.000000000000000,N,P
0.272460937500000,0.375976562500000,0.241210937500000,0.480468750000000,0.440429687500000,0.556640625000000,0.566266741071429,0.577346383940889,0.604166666666667,0.732062463408233,0.655172413793103,0.409106578480114,0.070870787037836,0.560599026270211,0.651077505464797,0.619403227679090,1.627452656777669,0.584472656250000,0.568905817174515,0.043485333406430,0.477313307175422,0.913192001535035,0.479980468750000,0.775316455696203,0.000000000000000,N,P
0.326171875000000,0.425781250000000,0.330078125000000,0.458007812500000,0.403320312500000,0.547363281250000,0.556398000776398,0.564814814814815,0.561307901907357,0.770491803278688,0.781553398058252,0.416071022727272,0.064686594279936,0.571948677301407,0.627487352445194,0.552924791086351,1.236760124610592,0.538574218750000,0.543558282208589,0.042079871348164,0.469123505976096,0.883677298311445,0.473632812500000,0.847704367301232,0.000000000000000,N,P
0.096679687500000,0.129882812500000,0.125000000000000,0.244140625000000,0.355468750000000,0.508056640625000,0.537461180124224,0.571428571428571,0.501730103806228,0.750000000000000,0.993103448275862,0.443288263494319,0.060504690850424,0.507815998047590,0.640000000000000,0.781326781326781,3.573033707865168,0.625976562500000,0.636426914153132,0.070038234271811,0.595273264401773,1.470802919708029,0.555175781250000,0.763005780346821,0.000000000000000,N,P
0.211914062500000,0.293945312500000,0.284179687500000,0.476562500000000,0.458984375000000,0.523437500000000,0.546517129270186,0.580110497237569,0.514195583596215,0.723809523809524,0.944785276073620,0.432424449573863,0.062958271380081,0.536567825824022,0.656210939825010,0.683636363636364,2.160919540229885,0.623046875000000,0.701923076923077,0.046052631578947,0.491638795986622,0.967105263157895,0.492187500000000,0.718599033816425,0.000000000000000,N,P
0.245117187500000,0.331054687500000,0.215820312500000,0.464843750000000,0.480468750000000,0.549560546875000,0.561596224767081,0.572908996072656,0.604364737166836,0.745477915400795,0.654629958906275,0.414233975497159,0.070375646435815,0.547873939387500,0.642782033820349,0.659836065573771,1.939759036144578,0.617675781250000,0.587278043069454,0.049017895666824,0.507237646237122,1.029375809003308,0.506835937500000,0.767371880076798,0.000000000000000,N,P
0.327148437500000,0.390625000000000,0.304687500000000,0.410156250000000,0.406250000000000,0.538330078125000,0.546159258540373,0.546334716459198,0.564137931034483,0.830379746835443,0.772616136919315,0.422918501420454,0.061657466117419,0.559371514245868,0.591880398620684,0.555828220858896,1.251381215469613,0.540527343750000,0.537575150300601,0.046933881466256,0.496376811594203,0.985611510791367,0.497070312500000,0.894091415830546,0.000000000000000,N,P
0.292968750000000,0.398437500000000,0.229492187500000,0.549804687500000,0.555664062500000,0.567138671875000,0.572038164790373,0.575426736745714,0.635245901639344,0.737840694817439,0.574193548387097,0.401873135653408,0.073773297048539,0.567838307470083,0.647496919938637,0.652722316793144,1.879540058042389,0.630371093750000,0.581333891817697,0.047710446942693,0.500479386385427,1.001919385796545,0.500488281250000,0.767081886263754,0.000000000000000,N,P
0.299804687500000,0.438476562500000,0.251953125000000,0.570312500000000,0.529296875000000,0.581298828125000,0.585785859860249,0.593630573248408,0.634423004067278,0.684549356223176,0.576235403809439,0.391357333096591,0.077897232105319,0.584278996102512,0.680916978398768,0.637012495542504,1.754915769124551,0.614257812500000,0.579060600626767,0.044166064402152,0.481189851268591,0.927487352445194,0.479492187500000,0.754850671974719,0.000000000000000,N,P
0.263671875000000,0.331054687500000,0.230468750000000,0.441406250000000,0.414062500000000,0.537109375000000,0.548649189635093,0.552208282857319,0.579629629629630,0.810910902822668,0.725239616613419,0.423592329545455,0.064222199040434,0.544133676448837,0.603290409039633,0.611797070273377,1.575972318539066,0.575195312500000,0.559181583432403,0.044300205052324,0.481946967165811,0.930304306098798,0.485351562500000,0.798391141165432,0.000000000000000,N,P
0.333984375000000,0.448242187500000,0.312500000000000,0.459960937500000,0.452148437500000,0.558837890625000,0.564877717391304,0.570221752903907,0.583437892095358,0.753703703703704,0.713978494623656,0.407922496448863,0.067579426021704,0.580933839082718,0.637726927778956,0.573122529644269,1.342592592592593,0.557128906250000,0.554234769687964,0.047108843537415,0.497307001795332,0.989285714285714,0.497558593750000,0.867662753468517,0.000000000000000,N,P
0.254882812500000,0.380859375000000,0.236328125000000,0.549804687500000,0.534179687500000,0.566406250000000,0.576808763586957,0.596039247281297,0.614954541725109,0.677741867806905,0.626136457558476,0.401885564630682,0.076205243633857,0.564224925823510,0.685244072313915,0.674094553256522,2.068374616267898,0.638671875000000,0.606745486416959,0.046475921442023,0.493925678550034,0.975994350282486,0.493652343750000,0.729987642737551,0.000000000000000,N,P
0.343750000000000,0.441406250000000,0.328125000000000,0.542968750000000,0.528320312500000,0.551757812500000,0.557526203416149,0.561037359681009,0.572679649944533,0.782412494912495,0.746176942221925,0.413229447798296,0.064944980268538,0.577230414841324,0.620282244826190,0.605199482714229,1.532924746119047,0.591308593750000,0.582271176542906,0.046529175050302,0.494211932324132,0.977112676056338,0.493652343750000,0.815956124256838,0.000000000000000,N,P
0.344726562500000,0.397460937500000,0.317382812500000,0.509765625000000,0.500976562500000,0.531494140625000,0.538198151203416,0.534307390408316,0.556451612903226,0.871581823410986,0.797101449275362,0.428183948863636,0.059029138540362,0.558324136771262,0.568293256971772,0.593961365284957,1.462819826783202,0.577148437500000,0.566807680186186,0.046875580380358,0.496066087257961,0.984387187987519,0.496093750000000,0.837578219803940,0.000000000000000,N,P
0.308593750000000,0.350585937500000,0.261718750000000,0.601562500000000,0.591796875000000,0.523925781250000,0.533048452057453,0.526700879074766,0.557088195501438,0.898610843141038,0.795047908814314,0.433551047585227,0.057504252686516,0.546660810243338,0.553249902839437,0.662922748843635,1.966679002881387,0.643310546875000,0.608503980775812,0.046886667438072,0.496125206630371,0.984620016199517,0.495117187500000,0.759508740204943,0.000000000000000,N,P
0.177734375000000,0.238281250000000,0.214843750000000,0.451171875000000,0.526367187500000,0.520019531250000,0.543496457686335,0.570694087403599,0.524547803617571,0.752252252252252,0.906403940886700,0.434930664062500,0.062442220672031,0.524869080632925,0.638617132935094,0.745833333333333,2.934426229508197,0.673339843750000,0.680343511450382,0.055852644087938,0.539786710418376,1.172905525846702,0.538574218750000,0.723772858517805,0.000000000000000,N,P
0.160156250000000,0.254882812500000,0.207031250000000,0.502929687500000,0.609375000000000,0.531005859375000,0.555852096273292,0.606359398620502,0.542797494780793,0.649186938127975,0.842307692307692,0.426602805397726,0.070570795895396,0.529166659340262,0.703510109917476,0.792971200595985,3.830245854774156,0.724609375000000,0.730329443249219,0.057018581947432,0.544914694489846,1.197390220896071,0.548828125000000,0.698209916103472,0.000000000000000,N,P
0.146484375000000,0.208007812500000,0.184570312500000,0.439453125000000,0.619140625000000,0.519042968750000,0.544994662267081,0.584080852775543,0.525557813536828,0.712091734465275,0.902740240240240,0.435423162286931,0.064604568914166,0.519236258696765,0.663537143277494,0.809346042749856,4.245104895104895,0.736816406250000,0.720970356562609,0.066241496598639,0.581777445855116,1.391071428571429,0.587402343750000,0.725507910068145,0.000000000000000,N,P
0.137695312500000,0.186523437500000,0.160156250000000,0.405273437500000,0.519531250000000,0.518554687500000,0.543836131599379,0.575851393188854,0.540540540540541,0.736559139784946,0.850000000000000,0.435943625710227,0.064549218293440,0.515619426965714,0.648290077766326,0.794037940379404,3.855263157894737,0.691894531250000,0.674820143884892,0.060266138788079,0.558613659531091,1.265588914549653,0.555175781250000,0.711627906976744,0.000000000000000,N,P
0.357421875000000,0.462890625000000,0.311523437500000,0.529296875000000,0.554687500000000,0.563476562500000,0.565790591032609,0.565077643494129,0.595854922279793,0.769668312881451,0.678260869565217,0.404857421875000,0.067767436631961,0.585912109119818,0.627987133903053,0.606185567010309,1.539267015706806,0.596679687500000,0.572899623619998,0.049527626681935,0.509823182711198,1.040080160320641,0.510253906250000,0.842456115056762,0.000000000000000,N,P
0.165039062500000,0.252929687500000,0.213867187500000,0.436523437500000,0.464843750000000,0.532226562500000,0.556664887422360,0.605691056910569,0.544464609800363,0.651006711409396,0.836666666666667,0.425723455255681,0.070744163130747,0.528969664126635,0.702341031319203,0.738574040219378,2.825174825174825,0.649902343750000,0.678623718887262,0.050721705112640,0.515775034293553,1.065155807365439,0.513671875000000,0.698604651162791,0.000000000000000,N,P
0.347656250000000,0.480468750000000,0.361328125000000,0.516601562500000,0.512695312500000,0.561279296875000,0.568256259704969,0.577822990844354,0.569444444444444,0.730633802816901,0.756097560975610,0.405926313920454,0.067763099227204,0.591507511213422,0.651964538677455,0.594594594594595,1.466666666666667,0.581054687500000,0.591936312275295,0.047538610038610,0.499577345731192,0.998310810810811,0.499511718750000,0.838424437299035,0.000000000000000,N,P
0.243164062500000,0.331054687500000,0.257812500000000,0.484375000000000,0.497070312500000,0.538085937500000,0.554396350931677,0.575163398692810,0.561433447098976,0.738636363636364,0.781155015197568,0.422349209872159,0.066656521316196,0.545682294294238,0.647004762302615,0.673859389645644,2.066162165255207,0.627441406250000,0.635110294117647,0.049130132483340,0.507809290262942,1.031732782150145,0.507324218750000,0.756205026660455,0.000000000000000,N,P
0.129882812500000,0.190429687500000,0.170898437500000,0.339843750000000,0.359375000000000,0.516845703125000,0.544485151397516,0.589673913043478,0.517412935323383,0.695852534562212,0.932692307692308,0.436850053267046,0.065001373545065,0.516468426212668,0.673758763771641,0.733050847457627,2.746031746031746,0.613769531250000,0.641613464886825,0.050453514739229,0.514450867052023,1.059523809523810,0.510253906250000,0.706179066834804,0.000000000000000,N,P
